id,time,values,aqi,pollution
02,2023:03:14 17:27:43,15.8,58,Moderate
03,2023:03:14 17:27:43,399.9,425,Extremely hazardous
04,2023:03:14 17:27:43,297.6,347,Hazardous
05,2023:03:14 17:27:43,533.4,491,Extremely hazardous
06,2023:03:14 17:27:43,192.3,242,Very unhealthy
07,2023:03:14 17:27:43,402.0,426,Extremely hazardous
08,2023:03:14 17:27:43,366.8,408,Extremely hazardous
09,2023:03:14 17:27:43,453.8,452,Extremely hazardous
10,2023:03:14 17:27:43,428.7,439,Extremely hazardous
01,2023:03:14 17:28:33,455.5,453,Extremely hazardous
02,2023:03:14 17:28:33,34.1,97,Moderate
03,2023:03:14 17:28:33,301.1,351,Hazardous
04,2023:03:14 17:28:33,78.7,162,Unhealthy
05,2023:03:14 17:28:33,269.3,319,Hazardous
06,2023:03:14 17:28:33,181.8,231,Very unhealthy
07,2023:03:14 17:28:33,439.2,444,Extremely hazardous
08,2023:03:14 17:28:33,378.5,414,Extremely hazardous
09,2023:03:14 17:28:33,283.8,333,Hazardous
10,2023:03:14 17:28:33,45.3,125,Slightly unhealthy
01,2023:03:14 17:29:23,255.6,305,Hazardous
02,2023:03:14 17:29:23,66.4,156,Unhealthy
03,2023:03:14 17:29:23,112.0,180,Unhealthy
04,2023:03:14 17:29:23,15.8,58,Moderate
05,2023:03:14 17:29:23,399.9,425,Extremely hazardous
06,2023:03:14 17:29:23,297.6,347,Hazardous
07,2023:03:14 17:29:23,533.4,491,Extremely hazardous
08,2023:03:14 17:29:23,192.3,242,Very unhealthy
09,2023:03:14 17:29:23,402.0,426,Extremely hazardous
10,2023:03:14 17:29:23,366.8,408,Extremely hazardous
01,2023:03:14 17:30:13,453.8,452,Extremely hazardous
02,2023:03:14 17:30:13,428.7,439,Extremely hazardous
03,2023:03:14 17:30:13,455.5,453,Extremely hazardous
04,2023:03:14 17:30:13,34.1,97,Moderate
05,2023:03:14 17:30:13,301.1,351,Hazardous
06,2023:03:14 17:30:13,78.7,162,Unhealthy
07,2023:03:14 17:30:13,269.3,319,Hazardous
08,2023:03:14 17:30:13,181.8,231,Very unhealthy
09,2023:03:14 17:30:13,439.2,444,Extremely hazardous
10,2023:03:14 17:30:13,378.5,414,Extremely hazardous
01,2023:03:14 17:31:03,283.8,333,Hazardous
02,2023:03:14 17:31:03,45.3,125,Slightly unhealthy
03,2023:03:14 17:31:03,255.6,305,Hazardous
04,2023:03:14 17:31:03,66.4,156,Unhealthy
05,2023:03:14 17:31:03,112.0,180,Unhealthy
06,2023:03:14 17:31:03,15.8,58,Moderate
07,2023:03:14 17:31:03,399.9,425,Extremely hazardous
08,2023:03:14 17:31:03,297.6,347,Hazardous
09,2023:03:14 17:31:03,533.4,491,Extremely hazardous
10,2023:03:14 17:31:03,192.3,242,Very unhealthy
01,2023:03:14 17:31:53,402.0,426,Extremely hazardous
02,2023:03:14 17:31:53,366.8,408,Extremely hazardous
03,2023:03:14 17:31:53,453.8,452,Extremely hazardous
04,2023:03:14 17:31:53,428.7,439,Extremely hazardous
05,2023:03:14 17:31:53,455.5,453,Extremely hazardous
06,2023:03:14 17:31:53,34.1,97,Moderate
07,2023:03:14 17:31:53,301.1,351,Hazardous
08,2023:03:14 17:31:53,78.7,162,Unhealthy
09,2023:03:14 17:31:53,269.3,319,Hazardous
10,2023:03:14 17:31:53,181.8,231,Very unhealthy
01,2023:03:14 17:32:43,439.2,444,Extremely hazardous
02,2023:03:14 17:32:43,378.5,414,Extremely hazardous
03,2023:03:14 17:32:43,283.8,333,Hazardous
04,2023:03:14 17:32:43,45.3,125,Slightly unhealthy
05,2023:03:14 17:32:43,255.6,305,Hazardous
06,2023:03:14 17:32:43,66.4,156,Unhealthy
07,2023:03:14 17:32:43,112.0,180,Unhealthy
08,2023:03:14 17:32:43,15.8,58,Moderate
09,2023:03:14 17:32:43,399.9,425,Extremely hazardous
10,2023:03:14 17:32:43,297.6,347,Hazardous
01,2023:03:14 17:33:33,533.4,491,Extremely hazardous
02,2023:03:14 17:33:33,192.3,242,Very unhealthy
03,2023:03:14 17:33:33,402.0,426,Extremely hazardous
04,2023:03:14 17:33:33,366.8,408,Extremely hazardous
05,2023:03:14 17:33:33,453.8,452,Extremely hazardous
06,2023:03:14 17:33:33,428.7,439,Extremely hazardous
07,2023:03:14 17:33:33,455.5,453,Extremely hazardous
08,2023:03:14 17:33:33,34.1,97,Moderate
09,2023:03:14 17:33:33,301.1,351,Hazardous
10,2023:03:14 17:33:33,78.7,162,Unhealthy
01,2023:03:14 17:34:23,269.3,319,Hazardous
02,2023:03:14 17:34:23,181.8,231,Very unhealthy
03,2023:03:14 17:34:23,439.2,444,Extremely hazardous
04,2023:03:14 17:34:23,378.5,414,Extremely hazardous
05,2023:03:14 17:34:23,283.8,333,Hazardous
06,2023:03:14 17:34:23,45.3,125,Slightly unhealthy
07,2023:03:14 17:34:23,255.6,305,Hazardous
08,2023:03:14 17:34:23,66.4,156,Unhealthy
09,2023:03:14 17:34:23,112.0,180,Unhealthy
10,2023:03:14 17:34:23,15.8,58,Moderate
01,2023:03:14 17:35:13,399.9,425,Extremely hazardous
02,2023:03:14 17:35:13,297.6,347,Hazardous
03,2023:03:14 17:35:13,533.4,491,Extremely hazardous
04,2023:03:14 17:35:13,192.3,242,Very unhealthy
05,2023:03:14 17:35:13,402.0,426,Extremely hazardous
06,2023:03:14 17:35:13,366.8,408,Extremely hazardous
07,2023:03:14 17:35:13,453.8,452,Extremely hazardous
08,2023:03:14 17:35:13,428.7,439,Extremely hazardous
09,2023:03:14 17:35:13,455.5,453,Extremely hazardous
10,2023:03:14 17:35:13,34.1,97,Moderate
01,2023:03:14 17:36:03,301.1,351,Hazardous
02,2023:03:14 17:36:03,78.7,162,Unhealthy
03,2023:03:14 17:36:03,269.3,319,Hazardous
04,2023:03:14 17:36:03,181.8,231,Very unhealthy
05,2023:03:14 17:36:03,439.2,444,Extremely hazardous
06,2023:03:14 17:36:03,378.5,414,Extremely hazardous
07,2023:03:14 17:36:03,283.8,333,Hazardous
08,2023:03:14 17:36:03,45.3,125,Slightly unhealthy
09,2023:03:14 17:36:03,255.6,305,Hazardous
10,2023:03:14 17:36:03,66.4,156,Unhealthy
01,2023:03:14 17:36:53,112.0,180,Unhealthy
02,2023:03:14 17:36:53,15.8,58,Moderate
03,2023:03:14 17:36:53,399.9,425,Extremely hazardous
04,2023:03:14 17:36:53,297.6,347,Hazardous
05,2023:03:14 17:36:53,533.4,491,Extremely hazardous
06,2023:03:14 17:36:53,192.3,242,Very unhealthy
07,2023:03:14 17:36:53,402.0,426,Extremely hazardous
08,2023:03:14 17:36:53,366.8,408,Extremely hazardous
09,2023:03:14 17:36:53,453.8,452,Extremely hazardous
10,2023:03:14 17:36:53,428.7,439,Extremely hazardous
01,2023:03:14 17:37:43,455.5,453,Extremely hazardous
02,2023:03:14 17:37:43,34.1,97,Moderate
03,2023:03:14 17:37:43,301.1,351,Hazardous
04,2023:03:14 17:37:43,78.7,162,Unhealthy
05,2023:03:14 17:37:43,269.3,319,Hazardous
06,2023:03:14 17:37:43,181.8,231,Very unhealthy
07,2023:03:14 17:37:43,439.2,444,Extremely hazardous
08,2023:03:14 17:37:43,378.5,414,Extremely hazardous
09,2023:03:14 17:37:43,283.8,333,Hazardous
10,2023:03:14 17:37:43,45.3,125,Slightly unhealthy
01,2023:03:14 17:38:33,255.6,305,Hazardous
02,2023:03:14 17:38:33,66.4,156,Unhealthy
03,2023:03:14 17:38:33,112.0,180,Unhealthy
04,2023:03:14 17:38:33,15.8,58,Moderate
05,2023:03:14 17:38:33,399.9,425,Extremely hazardous
06,2023:03:14 17:38:33,297.6,347,Hazardous
07,2023:03:14 17:38:33,533.4,491,Extremely hazardous
08,2023:03:14 17:38:33,192.3,242,Very unhealthy
09,2023:03:14 17:38:33,402.0,426,Extremely hazardous
10,2023:03:14 17:38:33,366.8,408,Extremely hazardous
01,2023:03:14 17:39:23,453.8,452,Extremely hazardous
02,2023:03:14 17:39:23,428.7,439,Extremely hazardous
03,2023:03:14 17:39:23,455.5,453,Extremely hazardous
04,2023:03:14 17:39:23,34.1,97,Moderate
05,2023:03:14 17:39:23,301.1,351,Hazardous
06,2023:03:14 17:39:23,78.7,162,Unhealthy
07,2023:03:14 17:39:23,269.3,319,Hazardous
08,2023:03:14 17:39:23,181.8,231,Very unhealthy
09,2023:03:14 17:39:23,439.2,444,Extremely hazardous
10,2023:03:14 17:39:23,378.5,414,Extremely hazardous
01,2023:03:14 17:40:13,283.8,333,Hazardous
02,2023:03:14 17:40:13,45.3,125,Slightly unhealthy
03,2023:03:14 17:40:13,255.6,305,Hazardous
04,2023:03:14 17:40:13,66.4,156,Unhealthy
05,2023:03:14 17:40:13,112.0,180,Unhealthy
06,2023:03:14 17:40:13,15.8,58,Moderate
07,2023:03:14 17:40:13,399.9,425,Extremely hazardous
08,2023:03:14 17:40:13,297.6,347,Hazardous
09,2023:03:14 17:40:13,533.4,491,Extremely hazardous
10,2023:03:14 17:40:13,192.3,242,Very unhealthy
01,2023:03:14 17:41:03,402.0,426,Extremely hazardous
02,2023:03:14 17:41:03,366.8,408,Extremely hazardous
03,2023:03:14 17:41:03,453.8,452,Extremely hazardous
04,2023:03:14 17:41:03,428.7,439,Extremely hazardous
05,2023:03:14 17:41:03,455.5,453,Extremely hazardous
06,2023:03:14 17:41:03,34.1,97,Moderate
07,2023:03:14 17:41:03,301.1,351,Hazardous
08,2023:03:14 17:41:03,78.7,162,Unhealthy
09,2023:03:14 17:41:03,269.3,319,Hazardous
10,2023:03:14 17:41:03,181.8,231,Very unhealthy
01,2023:03:14 17:41:53,439.2,444,Extremely hazardous
02,2023:03:14 17:41:53,378.5,414,Extremely hazardous
03,2023:03:14 17:41:53,283.8,333,Hazardous
04,2023:03:14 17:41:53,45.3,125,Slightly unhealthy
05,2023:03:14 17:41:53,255.6,305,Hazardous
06,2023:03:14 17:41:53,66.4,156,Unhealthy
07,2023:03:14 17:41:53,112.0,180,Unhealthy
08,2023:03:14 17:41:53,15.8,58,Moderate
09,2023:03:14 17:41:53,399.9,425,Extremely hazardous
10,2023:03:14 17:41:53,297.6,347,Hazardous
01,2023:03:14 17:42:43,533.4,491,Extremely hazardous
02,2023:03:14 17:42:43,192.3,242,Very unhealthy
03,2023:03:14 17:42:43,402.0,426,Extremely hazardous
04,2023:03:14 17:42:43,366.8,408,Extremely hazardous
05,2023:03:14 17:42:43,453.8,452,Extremely hazardous
06,2023:03:14 17:42:43,428.7,439,Extremely hazardous
07,2023:03:14 17:42:43,455.5,453,Extremely hazardous
08,2023:03:14 17:42:43,34.1,97,Moderate
09,2023:03:14 17:42:43,301.1,351,Hazardous
10,2023:03:14 17:42:43,78.7,162,Unhealthy
01,2023:03:14 17:43:33,269.3,319,Hazardous
02,2023:03:14 17:43:33,181.8,231,Very unhealthy
03,2023:03:14 17:43:33,439.2,444,Extremely hazardous
04,2023:03:14 17:43:33,378.5,414,Extremely hazardous
05,2023:03:14 17:43:33,283.8,333,Hazardous
06,2023:03:14 17:43:33,45.3,125,Slightly unhealthy
07,2023:03:14 17:43:33,255.6,305,Hazardous
08,2023:03:14 17:43:33,66.4,156,Unhealthy
09,2023:03:14 17:43:33,112.0,180,Unhealthy
10,2023:03:14 17:43:33,15.8,58,Moderate
01,2023:03:14 17:44:23,399.9,425,Extremely hazardous
02,2023:03:14 17:44:23,297.6,347,Hazardous
03,2023:03:14 17:44:23,533.4,491,Extremely hazardous
04,2023:03:14 17:44:23,192.3,242,Very unhealthy
05,2023:03:14 17:44:23,402.0,426,Extremely hazardous
06,2023:03:14 17:44:23,366.8,408,Extremely hazardous
07,2023:03:14 17:44:23,453.8,452,Extremely hazardous
08,2023:03:14 17:44:23,428.7,439,Extremely hazardous
09,2023:03:14 17:44:23,455.5,453,Extremely hazardous
10,2023:03:14 17:44:23,34.1,97,Moderate
01,2023:03:14 17:45:13,301.1,351,Hazardous
02,2023:03:14 17:45:13,78.7,162,Unhealthy
03,2023:03:14 17:45:13,269.3,319,Hazardous
04,2023:03:14 17:45:13,181.8,231,Very unhealthy
05,2023:03:14 17:45:13,439.2,444,Extremely hazardous
06,2023:03:14 17:45:13,378.5,414,Extremely hazardous
07,2023:03:14 17:45:13,283.8,333,Hazardous
08,2023:03:14 17:45:13,45.3,125,Slightly unhealthy
09,2023:03:14 17:45:13,255.6,305,Hazardous
10,2023:03:14 17:45:13,66.4,156,Unhealthy
01,2023:03:14 17:46:03,112.0,180,Unhealthy
02,2023:03:14 17:46:03,15.8,58,Moderate
03,2023:03:14 17:46:03,399.9,425,Extremely hazardous
04,2023:03:14 17:46:03,297.6,347,Hazardous
05,2023:03:14 17:46:03,533.4,491,Extremely hazardous
06,2023:03:14 17:46:03,192.3,242,Very unhealthy
07,2023:03:14 17:46:03,402.0,426,Extremely hazardous
08,2023:03:14 17:46:03,366.8,408,Extremely hazardous
09,2023:03:14 17:46:03,453.8,452,Extremely hazardous
10,2023:03:14 17:46:03,428.7,439,Extremely hazardous
01,2023:03:14 17:46:53,455.5,453,Extremely hazardous
02,2023:03:14 17:46:53,34.1,97,Moderate
03,2023:03:14 17:46:53,301.1,351,Hazardous
04,2023:03:14 17:46:53,78.7,162,Unhealthy
05,2023:03:14 17:46:53,269.3,319,Hazardous
06,2023:03:14 17:46:53,181.8,231,Very unhealthy
07,2023:03:14 17:46:53,439.2,444,Extremely hazardous
08,2023:03:14 17:46:53,378.5,414,Extremely hazardous
09,2023:03:14 17:46:53,283.8,333,Hazardous
10,2023:03:14 17:46:53,45.3,125,Slightly unhealthy
01,2023:03:14 17:47:43,255.6,305,Hazardous
02,2023:03:14 17:47:43,66.4,156,Unhealthy
03,2023:03:14 17:47:43,112.0,180,Unhealthy
04,2023:03:14 17:47:43,15.8,58,Moderate
05,2023:03:14 17:47:43,399.9,425,Extremely hazardous
06,2023:03:14 17:47:43,297.6,347,Hazardous
07,2023:03:14 17:47:43,533.4,491,Extremely hazardous
08,2023:03:14 17:47:43,192.3,242,Very unhealthy
09,2023:03:14 17:47:43,402.0,426,Extremely hazardous
10,2023:03:14 17:47:43,366.8,408,Extremely hazardous
01,2023:03:14 17:48:33,453.8,452,Extremely hazardous
02,2023:03:14 17:48:33,428.7,439,Extremely hazardous
03,2023:03:14 17:48:33,455.5,453,Extremely hazardous
04,2023:03:14 17:48:33,34.1,97,Moderate
05,2023:03:14 17:48:33,301.1,351,Hazardous
06,2023:03:14 17:48:33,78.7,162,Unhealthy
07,2023:03:14 17:48:33,269.3,319,Hazardous
08,2023:03:14 17:48:33,181.8,231,Very unhealthy
09,2023:03:14 17:48:33,439.2,444,Extremely hazardous
10,2023:03:14 17:48:33,378.5,414,Extremely hazardous
01,2023:03:14 17:49:23,283.8,333,Hazardous
02,2023:03:14 17:49:23,45.3,125,Slightly unhealthy
03,2023:03:14 17:49:23,255.6,305,Hazardous
04,2023:03:14 17:49:23,66.4,156,Unhealthy
05,2023:03:14 17:49:23,112.0,180,Unhealthy
06,2023:03:14 17:49:23,15.8,58,Moderate
07,2023:03:14 17:49:23,399.9,425,Extremely hazardous
08,2023:03:14 17:49:23,297.6,347,Hazardous
09,2023:03:14 17:49:23,533.4,491,Extremely hazardous
10,2023:03:14 17:49:23,192.3,242,Very unhealthy
01,2023:03:14 17:50:13,402.0,426,Extremely hazardous
02,2023:03:14 17:50:13,366.8,408,Extremely hazardous
03,2023:03:14 17:50:13,453.8,452,Extremely hazardous
04,2023:03:14 17:50:13,428.7,439,Extremely hazardous
05,2023:03:14 17:50:13,455.5,453,Extremely hazardous
06,2023:03:14 17:50:13,34.1,97,Moderate
07,2023:03:14 17:50:13,301.1,351,Hazardous
08,2023:03:14 17:50:13,78.7,162,Unhealthy
09,2023:03:14 17:50:13,269.3,319,Hazardous
10,2023:03:14 17:50:13,181.8,231,Very unhealthy
01,2023:03:14 17:51:03,439.2,444,Extremely hazardous
02,2023:03:14 17:51:03,378.5,414,Extremely hazardous
03,2023:03:14 17:51:03,283.8,333,Hazardous
04,2023:03:14 17:51:03,45.3,125,Slightly unhealthy
05,2023:03:14 17:51:03,255.6,305,Hazardous
06,2023:03:14 17:51:03,66.4,156,Unhealthy
07,2023:03:14 17:51:03,112.0,180,Unhealthy
08,2023:03:14 17:51:03,15.8,58,Moderate
09,2023:03:14 17:51:03,399.9,425,Extremely hazardous
10,2023:03:14 17:51:03,297.6,347,Hazardous
01,2023:03:14 17:51:53,533.4,491,Extremely hazardous
02,2023:03:14 17:51:53,192.3,242,Very unhealthy
03,2023:03:14 17:51:53,402.0,426,Extremely hazardous
04,2023:03:14 17:51:53,366.8,408,Extremely hazardous
05,2023:03:14 17:51:53,453.8,452,Extremely hazardous
06,2023:03:14 17:51:53,428.7,439,Extremely hazardous
07,2023:03:14 17:51:53,455.5,453,Extremely hazardous
08,2023:03:14 17:51:53,34.1,97,Moderate
09,2023:03:14 17:51:53,301.1,351,Hazardous
10,2023:03:14 17:51:53,78.7,162,Unhealthy
01,2023:03:14 17:52:43,269.3,319,Hazardous
02,2023:03:14 17:52:43,181.8,231,Very unhealthy
03,2023:03:14 17:52:43,439.2,444,Extremely hazardous
04,2023:03:14 17:52:43,378.5,414,Extremely hazardous
05,2023:03:14 17:52:43,283.8,333,Hazardous
06,2023:03:14 17:52:43,45.3,125,Slightly unhealthy
07,2023:03:14 17:52:43,255.6,305,Hazardous
08,2023:03:14 17:52:43,66.4,156,Unhealthy
09,2023:03:14 17:52:43,112.0,180,Unhealthy
10,2023:03:14 17:52:43,15.8,58,Moderate
01,2023:03:14 17:53:33,399.9,425,Extremely hazardous
02,2023:03:14 17:53:33,297.6,347,Hazardous
03,2023:03:14 17:53:33,533.4,491,Extremely hazardous
04,2023:03:14 17:53:33,192.3,242,Very unhealthy
05,2023:03:14 17:53:33,402.0,426,Extremely hazardous
06,2023:03:14 17:53:33,366.8,408,Extremely hazardous
07,2023:03:14 17:53:33,453.8,452,Extremely hazardous
08,2023:03:14 17:53:33,428.7,439,Extremely hazardous
09,2023:03:14 17:53:33,455.5,453,Extremely hazardous
10,2023:03:14 17:53:33,34.1,97,Moderate
01,2023:03:14 17:54:23,301.1,351,Hazardous
02,2023:03:14 17:54:23,78.7,162,Unhealthy
03,2023:03:14 17:54:23,269.3,319,Hazardous
04,2023:03:14 17:54:23,181.8,231,Very unhealthy
05,2023:03:14 17:54:23,439.2,444,Extremely hazardous
06,2023:03:14 17:54:23,378.5,414,Extremely hazardous
07,2023:03:14 17:54:23,283.8,333,Hazardous
08,2023:03:14 17:54:23,45.3,125,Slightly unhealthy
09,2023:03:14 17:54:23,255.6,305,Hazardous
10,2023:03:14 17:54:23,66.4,156,Unhealthy
01,2023:03:14 17:55:13,112.0,180,Unhealthy
02,2023:03:14 17:55:13,15.8,58,Moderate
03,2023:03:14 17:55:13,399.9,425,Extremely hazardous
04,2023:03:14 17:55:13,297.6,347,Hazardous
05,2023:03:14 17:55:13,533.4,491,Extremely hazardous
06,2023:03:14 17:55:13,192.3,242,Very unhealthy
07,2023:03:14 17:55:13,402.0,426,Extremely hazardous
08,2023:03:14 17:55:13,366.8,408,Extremely hazardous
09,2023:03:14 17:55:13,453.8,452,Extremely hazardous
10,2023:03:14 17:55:13,428.7,439,Extremely hazardous
01,2023:03:14 17:56:03,455.5,453,Extremely hazardous
02,2023:03:14 17:56:03,34.1,97,Moderate
03,2023:03:14 17:56:03,301.1,351,Hazardous
04,2023:03:14 17:56:03,78.7,162,Unhealthy
05,2023:03:14 17:56:03,269.3,319,Hazardous
06,2023:03:14 17:56:03,181.8,231,Very unhealthy
07,2023:03:14 17:56:03,439.2,444,Extremely hazardous
08,2023:03:14 17:56:03,378.5,414,Extremely hazardous
09,2023:03:14 17:56:03,283.8,333,Hazardous
10,2023:03:14 17:56:03,45.3,125,Slightly unhealthy
01,2023:03:14 17:56:53,255.6,305,Hazardous
02,2023:03:14 17:56:53,66.4,156,Unhealthy
03,2023:03:14 17:56:53,112.0,180,Unhealthy
04,2023:03:14 17:56:53,15.8,58,Moderate
05,2023:03:14 17:56:53,399.9,425,Extremely hazardous
06,2023:03:14 17:56:53,297.6,347,Hazardous
07,2023:03:14 17:56:53,533.4,491,Extremely hazardous
08,2023:03:14 17:56:53,192.3,242,Very unhealthy
09,2023:03:14 17:56:53,402.0,426,Extremely hazardous
10,2023:03:14 17:56:53,366.8,408,Extremely hazardous
01,2023:03:14 17:57:43,453.8,452,Extremely hazardous
02,2023:03:14 17:57:43,428.7,439,Extremely hazardous
03,2023:03:14 17:57:43,455.5,453,Extremely hazardous
04,2023:03:14 17:57:43,34.1,97,Moderate
05,2023:03:14 17:57:43,301.1,351,Hazardous
06,2023:03:14 17:57:43,78.7,162,Unhealthy
07,2023:03:14 17:57:43,269.3,319,Hazardous
08,2023:03:14 17:57:43,181.8,231,Very unhealthy
09,2023:03:14 17:57:43,439.2,444,Extremely hazardous
10,2023:03:14 17:57:43,378.5,414,Extremely hazardous
01,2023:03:14 17:58:33,283.8,333,Hazardous
02,2023:03:14 17:58:33,45.3,125,Slightly unhealthy
03,2023:03:14 17:58:33,255.6,305,Hazardous
04,2023:03:14 17:58:33,66.4,156,Unhealthy
05,2023:03:14 17:58:33,112.0,180,Unhealthy
06,2023:03:14 17:58:33,15.8,58,Moderate
07,2023:03:14 17:58:33,399.9,425,Extremely hazardous
08,2023:03:14 17:58:33,297.6,347,Hazardous
09,2023:03:14 17:58:33,533.4,491,Extremely hazardous
10,2023:03:14 17:58:33,192.3,242,Very unhealthy
01,2023:03:14 17:59:23,402.0,426,Extremely hazardous
02,2023:03:14 17:59:23,366.8,408,Extremely hazardous
03,2023:03:14 17:59:23,453.8,452,Extremely hazardous
04,2023:03:14 17:59:23,428.7,439,Extremely hazardous
05,2023:03:14 17:59:23,455.5,453,Extremely hazardous
06,2023:03:14 17:59:23,34.1,97,Moderate
07,2023:03:14 17:59:23,301.1,351,Hazardous
08,2023:03:14 17:59:23,78.7,162,Unhealthy
09,2023:03:14 17:59:23,269.3,319,Hazardous
10,2023:03:14 17:59:23,181.8,231,Very unhealthy
01,2023:03:14 18:00:13,439.2,444,Extremely hazardous
02,2023:03:14 18:00:13,378.5,414,Extremely hazardous
03,2023:03:14 18:00:13,283.8,333,Hazardous
04,2023:03:14 18:00:13,45.3,125,Slightly unhealthy
05,2023:03:14 18:00:13,255.6,305,Hazardous
06,2023:03:14 18:00:13,66.4,156,Unhealthy
07,2023:03:14 18:00:13,112.0,180,Unhealthy
08,2023:03:14 18:00:13,15.8,58,Moderate
09,2023:03:14 18:00:13,399.9,425,Extremely hazardous
10,2023:03:14 18:00:13,297.6,347,Hazardous
01,2023:03:14 18:01:03,533.4,491,Extremely hazardous
02,2023:03:14 18:01:03,192.3,242,Very unhealthy
03,2023:03:14 18:01:03,402.0,426,Extremely hazardous
04,2023:03:14 18:01:03,366.8,408,Extremely hazardous
05,2023:03:14 18:01:03,453.8,452,Extremely hazardous
06,2023:03:14 18:01:03,428.7,439,Extremely hazardous
07,2023:03:14 18:01:03,455.5,453,Extremely hazardous
08,2023:03:14 18:01:03,34.1,97,Moderate
09,2023:03:14 18:01:03,301.1,351,Hazardous
10,2023:03:14 18:01:03,78.7,162,Unhealthy
01,2023:03:14 18:01:53,269.3,319,Hazardous
02,2023:03:14 18:01:53,181.8,231,Very unhealthy
03,2023:03:14 18:01:53,439.2,444,Extremely hazardous
04,2023:03:14 18:01:53,378.5,414,Extremely hazardous
05,2023:03:14 18:01:53,283.8,333,Hazardous
06,2023:03:14 18:01:53,45.3,125,Slightly unhealthy
07,2023:03:14 18:01:53,255.6,305,Hazardous
08,2023:03:14 18:01:53,66.4,156,Unhealthy
09,2023:03:14 18:01:53,112.0,180,Unhealthy
10,2023:03:14 18:01:53,15.8,58,Moderate
01,2023:03:14 18:02:43,399.9,425,Extremely hazardous
02,2023:03:14 18:02:43,297.6,347,Hazardous
03,2023:03:14 18:02:43,533.4,491,Extremely hazardous
04,2023:03:14 18:02:43,192.3,242,Very unhealthy
05,2023:03:14 18:02:43,402.0,426,Extremely hazardous
06,2023:03:14 18:02:43,366.8,408,Extremely hazardous
07,2023:03:14 18:02:43,453.8,452,Extremely hazardous
08,2023:03:14 18:02:43,428.7,439,Extremely hazardous
09,2023:03:14 18:02:43,455.5,453,Extremely hazardous
10,2023:03:14 18:02:43,34.1,97,Moderate
01,2023:03:14 18:03:33,301.1,351,Hazardous
02,2023:03:14 18:03:33,78.7,162,Unhealthy
03,2023:03:14 18:03:33,269.3,319,Hazardous
04,2023:03:14 18:03:33,181.8,231,Very unhealthy
05,2023:03:14 18:03:33,439.2,444,Extremely hazardous
06,2023:03:14 18:03:33,378.5,414,Extremely hazardous
07,2023:03:14 18:03:33,283.8,333,Hazardous
08,2023:03:14 18:03:33,45.3,125,Slightly unhealthy
09,2023:03:14 18:03:33,255.6,305,Hazardous
10,2023:03:14 18:03:33,66.4,156,Unhealthy
01,2023:03:14 18:04:23,112.0,180,Unhealthy
02,2023:03:14 18:04:23,15.8,58,Moderate
03,2023:03:14 18:04:23,399.9,425,Extremely hazardous
04,2023:03:14 18:04:23,297.6,347,Hazardous
05,2023:03:14 18:04:23,533.4,491,Extremely hazardous
06,2023:03:14 18:04:23,192.3,242,Very unhealthy
07,2023:03:14 18:04:23,402.0,426,Extremely hazardous
08,2023:03:14 18:04:23,366.8,408,Extremely hazardous
09,2023:03:14 18:04:23,453.8,452,Extremely hazardous
10,2023:03:14 18:04:23,428.7,439,Extremely hazardous
01,2023:03:14 18:05:13,455.5,453,Extremely hazardous
02,2023:03:14 18:05:13,34.1,97,Moderate
03,2023:03:14 18:05:13,301.1,351,Hazardous
04,2023:03:14 18:05:13,78.7,162,Unhealthy
05,2023:03:14 18:05:13,269.3,319,Hazardous
06,2023:03:14 18:05:13,181.8,231,Very unhealthy
07,2023:03:14 18:05:13,439.2,444,Extremely hazardous
08,2023:03:14 18:05:13,378.5,414,Extremely hazardous
09,2023:03:14 18:05:13,283.8,333,Hazardous
10,2023:03:14 18:05:13,45.3,125,Slightly unhealthy
01,2023:03:14 18:06:03,255.6,305,Hazardous
02,2023:03:14 18:06:03,66.4,156,Unhealthy
03,2023:03:14 18:06:03,112.0,180,Unhealthy
04,2023:03:14 18:06:03,15.8,58,Moderate
05,2023:03:14 18:06:03,399.9,425,Extremely hazardous
06,2023:03:14 18:06:03,297.6,347,Hazardous
07,2023:03:14 18:06:03,533.4,491,Extremely hazardous
08,2023:03:14 18:06:03,192.3,242,Very unhealthy
09,2023:03:14 18:06:03,402.0,426,Extremely hazardous
10,2023:03:14 18:06:03,366.8,408,Extremely hazardous
01,2023:03:14 18:06:53,453.8,452,Extremely hazardous
02,2023:03:14 18:06:53,428.7,439,Extremely hazardous
03,2023:03:14 18:06:53,455.5,453,Extremely hazardous
04,2023:03:14 18:06:53,34.1,97,Moderate
05,2023:03:14 18:06:53,301.1,351,Hazardous
06,2023:03:14 18:06:53,78.7,162,Unhealthy
07,2023:03:14 18:06:53,269.3,319,Hazardous
08,2023:03:14 18:06:53,181.8,231,Very unhealthy
09,2023:03:14 18:06:53,439.2,444,Extremely hazardous
10,2023:03:14 18:06:53,378.5,414,Extremely hazardous
01,2023:03:14 18:07:43,283.8,333,Hazardous
02,2023:03:14 18:07:43,45.3,125,Slightly unhealthy
03,2023:03:14 18:07:43,255.6,305,Hazardous
04,2023:03:14 18:07:43,66.4,156,Unhealthy
05,2023:03:14 18:07:43,112.0,180,Unhealthy
06,2023:03:14 18:07:43,15.8,58,Moderate
07,2023:03:14 18:07:43,399.9,425,Extremely hazardous
08,2023:03:14 18:07:43,297.6,347,Hazardous
09,2023:03:14 18:07:43,533.4,491,Extremely hazardous
